listing_id,listing_name,listing_type,room_type,cover_photo_url,photos_count,host_id,host_name,cohost_ids,cohost_names,superhost,latitude,longitude,guests,bedrooms,beds,baths,registration,amenities,instant_book,professional_management,min_nights,cancellation_policy,currency,cleaning_fee,extra_guest_fee,num_reviews,rating_overall,rating_accuracy,rating_checkin,rating_cleanliness,rating_communication,rating_location,rating_value,ttm_revenue,ttm_revenue_native,ttm_avg_rate,ttm_avg_rate_native,ttm_occupancy,ttm_adjusted_occupancy,ttm_revpar,ttm_revpar_native,ttm_adjusted_revpar,ttm_adjusted_revpar_native,ttm_reserved_days,ttm_blocked_days,ttm_available_days,ttm_total_days,l90d_revenue,l90d_revenue_native,l90d_avg_rate,l90d_avg_rate_native,l90d_occupancy,l90d_adjusted_occupancy,l90d_revpar,l90d_revpar_native,l90d_adjusted_revpar,l90d_adjusted_revpar_native,l90d_reserved_days,l90d_blocked_days,l90d_available_days,l90d_total_days
"15891880","New cozy 2BR condo near SM seaside","Condominium","Entire home","4","2","4","1","Yes","Yes","Yes","Yes","Yes","1","Flexible","43","4.4699999999999998","4.5","4.2999999999999998","4.7000000000000002","3.8999999999999999","77577","2274.5999999999999","8.7999999999999995E-2","212.5","32","333","0","2127.9000000000001","0","0","0","90"
"16043913","Splendid & Pristine Elegant Home n Ayala Cebu City","Condominium","Entire home","4","1","2","1","Yes","Yes","Yes","Yes","Yes","2","Very Strict","253","4.9900000000000002","5","5","5","5","1024359","3166.5999999999999","0.90000000000000002","2845.4000000000001","324","41","4599","3134.9000000000001","0.96499999999999997","3017.5","82","8"
"16135057","New 4BR Lux Townhome in G�� of Cebu w/ Theater +Wifi","Home","Entire home","16","5","6","4.5","Yes","Yes","Yes","Yes","No","1","Flexible","344","4.8600000000000003","4.9000000000000004","4.7000000000000002","4.9000000000000004","4.4000000000000004","2065784","9336.2999999999993","0.60199999999999998","5675.1999999999998","219","146","9535","9531.1000000000004","0.60699999999999998","5974.8999999999996","54","36"
"16581791","Lotlot's New Cebu City House near Fuente Osmena HSE3","Home","Entire home","15","4","6","2.5","Yes","Yes","Yes","Yes","No","1","Very Strict","445","4.8899999999999997","4.9000000000000004","4.9000000000000004","4.9000000000000004","4.7000000000000002","388626","4662.3000000000002","0.44800000000000001","2233.5","78","287","0","4093.5","0","0","0","90"
"16668460","Cebu IT Park Condo | Great View, FREE Parking","Condominium","Entire home","2","","2","1.5","Yes","Yes","Yes","Yes","Yes","20","Moderate","98","4.9199999999999999","4.9000000000000004","4.9000000000000004","5","4.9000000000000004","133119","1779.5999999999999","0.28399999999999997","504.19999999999999","75","290","510","1597.5999999999999","0.22500000000000001","355.60000000000002","18","72"
"16682322","Condo for rent near IT Park Cebu City","Others","Entire home","4","","5","1","Yes","Yes","Yes","Yes","Yes","2","Very Strict","8","4.6299999999999999","5","4.4000000000000004","5","4.2000000000000002","32515","2298.6999999999998","3.7999999999999999E-2","89.099999999999994","14","351","217","2209.6999999999998","6.7000000000000004E-2","134.5","6","84"
"16729126","Cozy Condo in the Heart of Cebu","Others","Entire home","6","1","3","1","Yes","Yes","Yes","Yes","Yes","3","Very Strict","74","4.6900000000000004","4.7000000000000002","4.5999999999999996","4.7000000000000002","4.7000000000000002","216808","1220.5999999999999","0.48499999999999999","594","177","188","993","1150.5","0.53300000000000003","615.20000000000005","48","42"
"16789988","Royal Crowne Residences Loft (fmr Oakridge Loft)","Others","Entire home","10","1","5","1.5","Yes","Yes","Yes","Yes","No","1","Strict","357","4.8700000000000001","4.7999999999999998","4.9000000000000004","4.9000000000000004","4.4000000000000004","57649","1741.4000000000001","0.13800000000000001","241.19999999999999","33","332","0","1692.3","0","0","0","90"
"16800880","The Purple Door | Fully Furnished Studio | Cebu","Condominium","Entire home","2","","2","1","Yes","Yes","Yes","Yes","No","3","Strict","35","5","4.9000000000000004","4.9000000000000004","4.9000000000000004","4.5999999999999996","17748","1125.5999999999999","4.3999999999999997E-2","48.600000000000001","16","349","20","1131.4000000000001","1.0999999999999999E-2","12.4","1","89"
"16807200","2 Bedroom Condominium in the heart of Cebu","Condominium","Entire home","5","2","2","3","Yes","Yes","Yes","Yes","Yes","1","Very Strict","71","4.6299999999999999","4.7999999999999998","4.4000000000000004","4.7999999999999998","4.7999999999999998","99721","3204.4000000000001","0.10000000000000001","345.10000000000002","29","336","0","2929.8000000000002","0","0","0","90"
"16836317","HOME OFFICE at AVENIR (near Ayala and IT Park)","Condominium","Entire home","2","1","1","1","Yes","Yes","Yes","Yes","No","3","Moderate","94","4.7999999999999998","4.9000000000000004","4.7999999999999998","5","4.7999999999999998","104170","1557.7","0.186","285.39999999999998","68","297","293","1439.3","0.122","181.5","11","79"
"17098377","New York-inspired condo | 38Park Ave | High Floor","Condominium","Entire home","3","","2","1","Yes","Yes","Yes","Yes","Yes","2","Moderate","65","4.9500000000000002","5","5","5","5","542791","1686.5","0.88200000000000001","1487.0999999999999","322","43","2643","1783.4000000000001","0.91100000000000003","1637.8","82","8"
"17276960","Cozy Beautiful Living Spaces Studio C","Condominium","Private room","1","1","1","1","Yes","Yes","No","Yes","No","2","Strict","189","4.7999999999999998","4.9000000000000004","4.7999999999999998","4.9000000000000004","4.4000000000000004","210948","864.79999999999995","0.66800000000000004","577.89999999999998","244","121","736","894.70000000000005","0.51100000000000001","456","46","44"
"17388224","Family-size (56sqm) near SM Seaside and pier.","Others","Entire home","5","2","7","1","Yes","Yes","Yes","Yes","Yes","1","Strict","47","4.6799999999999997","4.7999999999999998","4.7000000000000002","4.7999999999999998","4.4000000000000004","34064","3448.6999999999998","0.027","93.299999999999997","10","355","0","0","0","0","0","90"
"17438145","SanMarino SeaView nearSMCityCebu fast internet","Others","Entire home","2","","1","1","Yes","Yes","Yes","Yes","No","2","Flexible","113","4.2699999999999996","4.7000000000000002","4.2999999999999998","4.4000000000000004","4.5999999999999996","25770","1033.9000000000001","6.8000000000000005E-2","70.599999999999994","25","340","0","890.29999999999995","0","0","0","90"
"17450978","Relaxing and Secured Studio in the City","Condominium","Entire home","2","","1","1","Yes","Yes","Yes","Yes","Yes","3","Very Strict","101","4.7699999999999996","4.7999999999999998","4.7000000000000002","4.9000000000000004","4.5","108377","1401.4000000000001","0.214","296.89999999999998","78","287","700","1383.7","0.32200000000000001","433.80000000000001","29","61"
"17464950","Best Spot Studio! Sleeps 3-4. Prime Location.","Condominium","Entire home","2","1","1","1","Yes","Yes","No","Yes","No","15","Strict","36","4.2199999999999998","4.7000000000000002","4.2999999999999998","4.5999999999999996","4.4000000000000004","38034","1793.9000000000001","7.3999999999999996E-2","104.2","27","338","0","2114.9000000000001","0","0","0","90"
"17544631","Calyx Centre Studio Unit (IT Park)","Others","Entire home","2","","1","1","Yes","Yes","Yes","Yes","Yes","14","Flexible","78","4.7599999999999998","4.9000000000000004","4.7000000000000002","4.9000000000000004","5","220627","1194.5","0.76500000000000001","959.20000000000005","176","189","292","1059.5","0.56699999999999995","542.70000000000005","17","73"
"17565001","Myra's Bedsit 1@Horizons101  Condominium Cebu City","Condominium","Entire home","4","","1","1","Yes","Yes","Yes","Yes","Yes","1","Strict","285","4.75","4.7999999999999998","4.7999999999999998","4.7999999999999998","4.7999999999999998","100425","1535.5999999999999","0.20300000000000001","313.80000000000001","65","300","147","1517","5.6000000000000001E-2","91.099999999999994","5","85"
"17674884","Cozy 2 BR Unit in Cebu IT Park","Others","Entire home","6","2","4","1","Yes","Yes","Yes","Yes","Yes","2","Moderate","303","4.8600000000000003","4.9000000000000004","4.7999999999999998","4.9000000000000004","4.9000000000000004","808168","3026.3000000000002","0.745","2238.6999999999998","269","96","2891","2747.5999999999999","0.68600000000000005","1874.7","59","31"
"17692923","Comfy 2 BR San Remo Oasis near SM Seaside","Condominium","Entire home","5","2","3","1","Yes","Yes","Yes","Yes","Yes","1","Very Strict","38","4.29","4.5999999999999996","4.0999999999999996","4.5999999999999996","4.2999999999999998","116133","2415","0.129","318.19999999999999","47","318","210","2294.0999999999999","5.6000000000000001E-2","130.09999999999999","5","85"
"17737523","2 Bedroom Unit Within the City Hub","Condominium","Entire home","4","2","2","2","Yes","Yes","Yes","Yes","No","3","Strict","4","5","4.7999999999999998","4.7999999999999998","5","5","58160","2954.3000000000002","0.055","159.30000000000001","20","345","95","2637.9000000000001","2.1999999999999999E-2","58.899999999999999","2","88"
"17745998","Myra's Bedsit 3@Horizons101 Condominium Cebu City","Others","Entire home","4","1","1","1","Yes","Yes","Yes","Yes","Yes","1","Strict","307","4.7199999999999998","4.9000000000000004","4.7000000000000002","4.9000000000000004","4.9000000000000004","106263","1535.7","0.187","291.89999999999998","68","297","117","1469.0999999999999","4.3999999999999997E-2","72.5","4","86"
"17978268","2bedrooms for 5/1bath*AFFORDABLE*SAFE*w/POOL*LIFT","Condominium","Entire home","5","2","4","1","Yes","Yes","Yes","Yes","Yes","1","Very Strict","74","4.2699999999999996","4.5","4.4000000000000004","4.7000000000000002","4.2000000000000002","53781","2819","4.5999999999999999E-2","155","16","349","0","2257.5999999999999","0","0","0","90"
"17989987","Fox Homes (One Oasis | WiFi)","Others","Entire home","4","2","2","1","Yes","Yes","Yes","Yes","Yes","1","Strict","311","4.7999999999999998","4.9000000000000004","4.7999999999999998","4.9000000000000004","4.5999999999999996","446245","2723.1999999999998","0.44400000000000001","1229.3","161","204","1840","2189.9000000000001","0.53400000000000003","1166.0999999999999","47","43"
"18003537","Cozy City Studio - Persimmon (near Ayala&SM)","Others","Entire home","2","1","1","1","Yes","Yes","Yes","Yes","Yes","7","Flexible","17","4.29","4.7999999999999998","3.7000000000000002","4.9000000000000004","4.9000000000000004","19125","1349.5","5.0000000000000003E-2","68.299999999999997","14","351","343","1352.5","0.156","212.5","14","76"
"18015523","Amazing view & near to IT Park/SM/Ayala + wifi","Others","Entire home","2","","2","1.5","Yes","Yes","Yes","Yes","Yes","3","Very Strict","54","4.6699999999999999","4.7999999999999998","4.7000000000000002","4.7999999999999998","4.7000000000000002","250987","1520.9000000000001","0.54400000000000004","847.89999999999998","161","204","522","1402.2","0.318","441.10000000000002","21","69"
"18024410","Myra's Bedsit 2 @ Horizons 101 Cebu City","Condominium","Entire home","3","","1","1","Yes","Yes","Yes","Yes","Yes","1","Strict","224","4.7699999999999996","4.9000000000000004","4.7999999999999998","4.7999999999999998","4.9000000000000004","84177","1546.9000000000001","0.157","244.69999999999999","54","311","112","1504","4.3999999999999997E-2","69.400000000000006","4","86"
"18191946","Myra's Bedsit 4@Horizons101 Condominium, Cebu City","Condominium","Entire home","4","","1","1","Yes","Yes","Yes","Yes","Yes","1","Strict","102","4.8799999999999999","4.9000000000000004","4.7999999999999998","4.9000000000000004","5","118539","1619.3","0.215","363.60000000000002","70","295","394","1584.5999999999999","0.155","261.60000000000002","13","77"
"18228320","Lilly's Place at Horizon 101 Condominium","Condominium","Entire home","2","","2","1","Yes","Yes","Yes","Yes","Yes","3","Strict","163","4.6699999999999999","4.9000000000000004","4.5999999999999996","4.7999999999999998","4.9000000000000004","173812","1406","0.39600000000000002","573.60000000000002","120","245","93","1300","5.0000000000000003E-2","64.799999999999997","4","86"
"18266725","Comfy 3-BR Retreat | Sleeps 6 | Ideal for Families","Condominium","Entire home","6","3","4","1","Yes","Yes","Yes","Yes","Yes","1","Flexible","53","4.5300000000000002","4.5999999999999996","4.5","4.7000000000000002","4.4000000000000004","154828","4257.6999999999998","9.6000000000000002E-2","424.19999999999999","35","330","0","4074.9000000000001","0","0","0","90"
"18508351","Chic 2-BR Condo| CCLEX Accessible","Condominium","Entire home","5","2","2","1","Yes","Yes","Yes","Yes","Yes","1","Flexible","38","4.21","4.5","4.2000000000000002","4.4000000000000004","4","58193","2800.6999999999998","4.3999999999999997E-2","159.40000000000001","16","349","46","2456.4000000000001","1.0999999999999999E-2","28.5","1","89"
"18529168","One Pavillion Condo in Cebu free use of pool n gym","Condominium","Entire home","2","1","1","1","Yes","Yes","Yes","Yes","Yes","30","Flexible","1","","","","","","26435","1530.4000000000001","4.3999999999999997E-2","72.400000000000006","16","349","0","1284.0999999999999","0","0","0","90"
"18567868","Studio Room at Avida Towers, Cebu IT Park","Condominium","Entire home","2","2","1","1","Yes","Yes","Yes","Yes","Yes","3","Flexible","68","4.9299999999999997","4.9000000000000004","4.9000000000000004","4.9000000000000004","5","100468","1217.7","0.23499999999999999","287.89999999999998","82","283","112","1049.3","6.7000000000000004E-2","69.400000000000006","6","84"
"18620659","*Promo* Modern Studio - Flexible Check In/Out","Others","Entire home","2","1","1","1","Yes","Yes","Yes","Yes","Yes","2","Flexible","85","4.79","4.9000000000000004","4.9000000000000004","4.9000000000000004","4.7999999999999998","236870","1643.3","0.42499999999999999","649","155","210","1184","1363.2","0.53300000000000003","733.70000000000005","48","42"
"18658403","A homey studio","Condominium","Entire home","2","","2","1.5","Yes","Yes","Yes","Yes","Yes","2","Flexible","34","4.71","4.9000000000000004","4.5","4.9000000000000004","4.9000000000000004","361125","1583.2","0.72599999999999998","1135.5999999999999","231","134","1672","1631.5","0.61099999999999999","1036","55","35"
"18737483","Avida Tower 1/Cebu City/I.T park/Fast WiFi","Others","Entire home","2","1","1","1","Yes","Yes","Yes","Yes","Yes","2","Moderate","203","4.8700000000000001","4.9000000000000004","4.7999999999999998","4.7999999999999998","4.9000000000000004","427517","2204.5999999999999","0.52100000000000002","1171.3","190","175","1222","1774.7","0.42199999999999999","757.20000000000005","38","52"
"19022479","Casa Giuseppe Cebu 2","Others","Entire home","2","","2","1","Yes","Yes","Yes","Yes","No","2","Moderate","14","4.79","5","4.9000000000000004","5","4.7000000000000002","41098","2423","4.9000000000000002E-2","112.59999999999999","18","347","0","2480","0","0","0","90"
"19263801","2br near IT Park,Waterfront,Ayala,SM,nocreditcard,","Condominium","Entire home","8","2","5","1","Yes","Yes","Yes","Yes","No","2","Very Strict","77","4.5599999999999996","4.7999999999999998","4.5999999999999996","4.7999999999999998","4.5","143938","1918.2","0.19700000000000001","394.39999999999998","72","293","519","1675.5999999999999","0.189","321.60000000000002","17","73"
"19441423","Pool Front View 2BR Amalfi Cebu City near NuStar","Condominium","Entire home","4","2","3","1","Yes","Yes","Yes","Yes","Yes","4","Moderate","45","4.9299999999999997","5","4.7999999999999998","4.9000000000000004","4.5999999999999996","52480","4092","3.5000000000000003E-2","152.59999999999999","12","353","0","4346.3000000000002","0","0","0","90"
"19547040","2 Bed Condo, City de Mare, Cebu SRP, Nu Star, SM Moa","Others","Entire home","4","2","4","1","Yes","Yes","Yes","Yes","Yes","4","Very Strict","101","4.9199999999999999","5","4.7999999999999998","5","4.7000000000000002","745918","2506.3000000000002","0.81599999999999995","2043.5999999999999","298","67","3635","2470","0.91100000000000003","2252.5","82","8"
"19613673","Luce del Sole's Studio Unit in Cebu City","Condominium","Entire home","4","","2","1","Yes","Yes","Yes","No","Yes","2","Moderate","6","4.5","4.7000000000000002","4.7000000000000002","4.7000000000000002","3.7000000000000002","21612","1978.7","2.9999999999999999E-2","59.200000000000003","11","354","69","1912.8","2.1999999999999999E-2","42.799999999999997","2","88"
"19852665","Avida Towers Cebu City PH (Cheap, Fully Furnished)","Condominium","Entire home","2","1","1","1.5","Yes","Yes","Yes","Yes","Yes","14","Moderate","11","4.8200000000000003","4.9000000000000004","4.5999999999999996","5","4.9000000000000004","106530","1491.9000000000001","0.215","337.10000000000002","68","297","145","1399.0999999999999","6.7000000000000004E-2","89.799999999999997","6","84"
"20001132","Chic Studio w/ Netflix @ Avida Tower, Cebu IT Park","Condominium","Entire home","2","1","2","1","Yes","Yes","Yes","Yes","Yes","3","Moderate","100","4.6100000000000003","4.7999999999999998","4.4000000000000004","4.7999999999999998","4.9000000000000004","325963","1740.2","0.52500000000000002","910.5","188","177","1764","1668.2","0.69299999999999995","1118","61","29"
"20096791","Five-Family Flat Bunk Seaview Pool WiFi near CBP","Others","Entire home","5","1","2","1","No","Yes","Yes","Yes","Yes","2","Very Strict","109","4.7300000000000004","4.9000000000000004","4.7000000000000002","4.9000000000000004","4.7000000000000002","55176","1138","0.115","151.19999999999999","42","323","0","921.89999999999998","0","0","0","90"
"20117116","San Remo Oasis (2BR)-near SM Seaside/Ocean Park!","Condominium","Entire home","5","2","2","1","Yes","Yes","Yes","Yes","Yes","1","Strict","128","4.7400000000000002","4.7000000000000002","4.7999999999999998","4.9000000000000004","4.5999999999999996","347466","2754","0.33700000000000002","952","123","242","524","2643.5","0.13300000000000001","324.69999999999999","12","78"
"20156353","Kuarto Cebu - Mivesa","Condominium","Entire home","2","","2","1","Yes","No","Yes","Yes","Yes","5","Very Strict","56","4.8600000000000003","4.9000000000000004","4.7000000000000002","4.7999999999999998","4.5999999999999996","348869","1175","0.82999999999999996","955.79999999999995","303","62","1683","1188.5999999999999","0.86699999999999999","1043","78","12"
"20178030","Cozy Modern 2BR Loft Monterrazas Area, Cebu City","Home","Entire home","5","2","4","3","No","Yes","Yes","Yes","No","4","Moderate","46","4.6299999999999999","4.7999999999999998","4.7000000000000002","4.9000000000000004","4.2000000000000002","243515","2825.0999999999999","0.40300000000000002","1127.4000000000001","87","278","291","2748.5","0.46200000000000002","1248.5","6","84"
"20179631","Lovely Space at Horizon 101","Others","Entire home","2","","1","1","Yes","Yes","Yes","Yes","Yes","3","Very Strict","55","4.9100000000000001","5","4.9000000000000004","5","5","269391","1361.2","0.56399999999999995","738.10000000000002","206","159","865","1123.3","0.47799999999999998","535.89999999999998","43","47"
"20486245","Mi Casa de San Remo | WIFI | PARKING","Condominium","Entire home","5","2","3","1","Yes","Yes","Yes","Yes","Yes","2","Flexible","12","5","4.9000000000000004","4.7999999999999998","5","4.7999999999999998","41145","2896.3000000000002","0.039","115.3","14","351","0","0","0","0","0","90"
"20559082","COMFORT & LUXURY in The G�� of Cebu City!","Condominium","Entire home","6","2","3","2","Yes","Yes","Yes","Yes","Yes","3","Strict","152","4.7699999999999996","4.7999999999999998","4.7000000000000002","4.7999999999999998","4.9000000000000004","832710","5892.3999999999996","0.47399999999999998","2842","139","226","0","5940.1000000000004","0","0","0","90"
"20643889","Horizons 101 homey studio, w/ Wi-fi & Netflix","Condominium","Entire home","2","","1","1","Yes","Yes","Yes","Yes","Yes","3","Moderate","40","4.5800000000000001","4.7999999999999998","4.5999999999999996","4.9000000000000004","5","20064","1481.8","0.055","85.400000000000006","13","352","0","1505.2","0","0","0","90"
"20671307","Condo Unit with Balcony 14th floor near Ayala","Condominium","Entire home","2","","1","1","Yes","Yes","Yes","Yes","Yes","2","Moderate","34","4.4699999999999998","4.7000000000000002","4.2999999999999998","4.7000000000000002","4.7999999999999998","102245","1592.0999999999999","0.214","346.60000000000002","63","302","175","1384.7","0.29999999999999999","488","6","84"
"20697984","RosecanG��s Place @ Spaniada Residence Cebu City","Condominium","Entire home","2","1","1","1","Yes","Yes","Yes","Yes","Yes","1","Very Strict","160","4.8899999999999997","4.9000000000000004","4.7999999999999998","4.9000000000000004","4.9000000000000004","125068","1606.7","0.35999999999999999","563.39999999999998","80","285","1102","1516.4000000000001","0.46400000000000002","731.70000000000005","39","51"
"20700200","Condo,Swim pool @ Tallest Bldg @ Heart of the City","Condominium","Entire home","5","1","3","1","Yes","Yes","Yes","Yes","Yes","2","Very Strict","312","4.7699999999999996","4.9000000000000004","4.5999999999999996","4.9000000000000004","4.9000000000000004","340043","1762.2","0.52300000000000002","931.60000000000002","191","174","1655","1759.8","0.57799999999999996","1025.5","52","38"
"20735644","Studio Living Horizons 101 Cebu/ Strong WIFI","Condominium","Entire home","2","","2","1","Yes","Yes","No","Yes","Yes","2","Flexible","179","4.6299999999999999","4.7999999999999998","4.7000000000000002","4.7999999999999998","4.7999999999999998","178476","1429.3","0.53100000000000003","740.60000000000002","128","237","237","1230.5999999999999","0.34399999999999997","413","11","79"
"20767712","5pax Seaview Garden Flat WiFi Pool Gym near Ayala","Others","Entire home","5","1","2","1","Yes","Yes","Yes","Yes","Yes","2","Very Strict","102","4.6200000000000001","4.7999999999999998","4.5","4.7999999999999998","4.7000000000000002","27335","1247.8","5.8999999999999997E-2","77.200000000000003","21","344","0","1307.4000000000001","0","0","0","90"
"20991661","Avida Tower One, IT Park, Cebu city","Condominium","Entire home","2","1","1","1","Yes","Yes","Yes","Yes","Yes","4","Flexible","42","4.5999999999999996","4.9000000000000004","4.5","4.7999999999999998","4.9000000000000004","30169","1790.5999999999999","4.9000000000000002E-2","92.799999999999997","16","349","509","1904.0999999999999","0.16700000000000001","315.39999999999998","15","75"
"21065405","Tallest in CEBU! 51st FLOOR, Mountain/City View!","Others","Entire home","2","1","1","1.5","Yes","Yes","Yes","Yes","Yes","2","Moderate","85","4.6900000000000004","4.7000000000000002","4.7000000000000002","4.9000000000000004","4.9000000000000004","226985","1743.4000000000001","0.39200000000000002","621.89999999999998","143","222","1823","1447.5999999999999","0.77800000000000002","1129.7","70","20"
"21126783","Family-friendly studio unit in One Oasis Cebu","Condominium","Entire home","3","","2","1","Yes","Yes","Yes","Yes","No","28","Moderate","1","","","","","","14671","773","5.2999999999999999E-2","41.200000000000003","19","346","86","677.10000000000002","8.5999999999999993E-2","59.200000000000003","7","83"
"21269256","Eleanor (Solinea Studio in Cebu Business Park)","Condominium","Entire home","2","","1","1","Yes","Yes","Yes","Yes","Yes","7","Very Strict","130","4.7999999999999998","5","4.7000000000000002","4.9000000000000004","4.9000000000000004","419587","1638.3","0.75700000000000001","1241.4000000000001","256","109","1527","1593.8","0.84099999999999997","1351.7","53","37"
"21286161","Studio Condo Unit @ Cebu City Horizons 101","Condominium","Entire home","2","1","1","1","Yes","Yes","No","Yes","Yes","2","Moderate","88","4.8600000000000003","5","4.9000000000000004","5","4.9000000000000004","33069","1461.5","0.078","111.7","23","342","167","1418.3","0.14000000000000001","186.19999999999999","7","83"
"21331097","Affordable cozy studio in Avida Towers IT Park","Condominium","Entire home","3","1","2","1","Yes","Yes","Yes","Yes","Yes","2","Moderate","318","4.7999999999999998","4.9000000000000004","4.7000000000000002","4.9000000000000004","5","351418","1412.9000000000001","0.68500000000000005","962.79999999999995","250","115","1652","1376.9000000000001","0.74399999999999999","1023.7","67","23"
"21420475","1 BR w/ Balcony + Netflix @ Horizons 101 Cebu City","Condominium","Entire home","4","1","1","1","Yes","Yes","Yes","Yes","Yes","1","Very Strict","57","4.7000000000000002","4.7999999999999998","4.7999999999999998","4.7999999999999998","4.9000000000000004","172483","2190.3000000000002","0.26000000000000001","567.39999999999998","79","286","539","1970.5999999999999","0.21099999999999999","423.39999999999998","15","75"
"21451972","1 BEDROOM SPACE WITH CENTRAL LOCATION IN CEBU CITY","Private room","Private room","","","2","0","Yes","Yes","No","Yes","No","1","Moderate","","","","","","","12324","1074.9000000000001","3.3000000000000002E-2","33.799999999999997","12","353","101","966","6.7000000000000004E-2","62.600000000000001","6","84"
"21468260","300mbps fibr internet+netflix@ 21 Cebu I. T. Park","Condominium","Entire home","4","","1","1","Yes","Yes","Yes","Yes","Yes","2","Flexible","138","4.54","4.7999999999999998","4.5","4.7000000000000002","4.9000000000000004","169720","2060","0.222","465","81","284","68","2054.1999999999998","2.1999999999999999E-2","42.100000000000001","2","88"
"21554186","Cosy Avida Towers Studio in IT Park","Others","Entire home","2","","1","1","Yes","Yes","Yes","Yes","Yes","2","Moderate","81","4.8600000000000003","4.9000000000000004","4.7999999999999998","5","5","189614","1717.4000000000001","0.33900000000000002","574.60000000000002","112","253","431","1672.5999999999999","0.16700000000000001","267.10000000000002","15","75"
"21578880","Top Floor Condo in Banilad (Wifi, Pool, Gym)","Condominium","Entire home","2","","2","1","Yes","Yes","No","Yes","Yes","1","Moderate","35","4.6299999999999999","4.9000000000000004","4.5999999999999996","4.9000000000000004","4.7999999999999998","57074","1319.0999999999999","0.13","177.19999999999999","42","323","20","1201","1.0999999999999999E-2","12.4","1","89"
"21635061","Shabby Chic Studio Near IT Park w/ Fiber Internet","Condominium","Entire home","2","1","1","1","Yes","Yes","Yes","Yes","Yes","1","Moderate","88","4.8399999999999999","4.9000000000000004","4.7999999999999998","4.9000000000000004","4.7999999999999998","208910","1546.2","0.44900000000000001","694.10000000000002","135","230","634","1348.4000000000001","1","1360","26","64"
"21651599","SPACIOUS 1BR 44sqm STUDIO UNIT near AYALA MALL","Condominium","Entire home","2","1","1","1","Yes","Yes","Yes","Yes","No","7","Very Strict","82","4.6500000000000004","4.7999999999999998","4.5","4.5999999999999996","4.7999999999999998","308235","1805.5999999999999","0.56499999999999995","1024","170","195","1448","1751.2","0.51100000000000001","897.29999999999995","46","44"
"21703592","St. Mark Hotel Apartment 701","Private room","Private room","5","2","3","2","Yes","Yes","Yes","Yes","No","2","Very Strict","12","4.3300000000000001","4.7999999999999998","4.7999999999999998","4.7999999999999998","4.7999999999999998","242616","6027.1999999999998","0.114","709.39999999999998","39","326","0","5803.8000000000002","0","0","0","90"
"21723272","4BR PENTHOUSE APARTMENT WITH VIEWS OF THE CITY","Others","Entire home","12","4","5","4.5","Yes","Yes","Yes","Yes","No","2","Strict","134","4.6600000000000001","4.9000000000000004","4.4000000000000004","4.9000000000000004","4.7999999999999998","1863675","9641.5","0.58899999999999997","5106","215","150","6753","8930.1000000000004","0.46700000000000003","4184.6000000000004","42","48"
"21793550","1 Bedroom Condo Unit @ Avida Towers Cebu","Others","Entire home","2","1","1","1","Yes","Yes","Yes","Yes","Yes","3","Moderate","17","4.5300000000000002","4.7000000000000002","4.5","4.7000000000000002","4.9000000000000004","62203","1969.3","0.11700000000000001","259.19999999999999","28","337","0","1837.9000000000001","0","0","0","90"
"21827146","Myra's Bedsit 5@Horizons101 Condominium, Cebu City","Condominium","Entire home","4","","1","1","Yes","Yes","Yes","Yes","Yes","1","Strict","165","4.75","4.7999999999999998","4.7999999999999998","4.7999999999999998","4.7999999999999998","35045","1589.7","5.8000000000000003E-2","96","21","344","32","1510","1.0999999999999999E-2","19.800000000000001","1","89"
"21833233","MyraG��s Bedsit 6@Horizons 101 Condominium Cebu City","Condominium","Entire home","4","","1","1","Yes","Yes","Yes","Yes","Yes","1","Strict","182","4.7699999999999996","4.7999999999999998","4.7999999999999998","4.7999999999999998","4.9000000000000004","84028","1550","0.185","282.89999999999998","55","310","418","1538.0999999999999","0.16700000000000001","259","15","75"
"21868058","Cebu IT Park Avida Towers Cebu| Studio | City View","Condominium","Entire home","2","1","1","1","Yes","Yes","Yes","Yes","Yes","10","Strict","18","4.5599999999999996","4.5999999999999996","4.5","4.7999999999999998","4.9000000000000004","15414","1336.4000000000001","3.3000000000000002E-2","42.200000000000003","12","353","0","1339.0999999999999","0","0","0","90"
"21948312","Sunny 2br condo in SRP | Near NuSTAR & SM Seaside","Condominium","Entire home","4","2","3","1","Yes","Yes","No","Yes","Yes","2","Moderate","26","4.7300000000000004","4.9000000000000004","4.7999999999999998","4.7999999999999998","4.7999999999999998","602024","2577.9000000000001","0.63800000000000001","1649.4000000000001","233","132","3810","2563.5999999999999","0.91100000000000003","2360.9000000000001","82","8"
"21953729","Studio Unit in San Remo Oasis SRP for rent","Others","Entire home","2","","","1","Yes","Yes","Yes","No","Yes","1","Strict","7","4.71","5","4.7000000000000002","4.7000000000000002","3.7000000000000002","23856","2032.7","3.3000000000000002E-2","65.400000000000006","12","353","0","0","0","0","0","90"
"21986810","Condo unit at Kasambagan Cebu City with Kitchen","Condominium","Entire home","4","1","1","1","Yes","Yes","Yes","No","No","2","Flexible","19","4.4199999999999999","4.7000000000000002","4.4000000000000004","4.5999999999999996","3.7999999999999998","64061","752.70000000000005","0.29799999999999999","221.69999999999999","86","279","102","730.60000000000002","0.14299999999999999","101.59999999999999","8","82"
